,trackName,artistName,numPlays,URI,valence,tempo,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness
1751,Heartbreak Pulsar,Trash Panda,1,spotify:track:4Zz9OQyG5eROKleyaIO9Qs,0.613,147.972,0.432,0.577,177360,0.629,0,9,0.216,-6.478,0.0585
1752,Something About Us - Recorded at Spotify Studios NYC,Saint Motel,1,spotify:track:7GdwIsiVLKrsvwFsdBK9Cy,0.391,100.008,0.144,0.78,243163,0.574,0.0123,7,0.108,-10.481,0.0385
1753,Modern Chemistry,Okey Dokey,1,spotify:track:3ENjelMno8rU0CJXmHrQfF,0.436,89.997,0.00415,0.548,230213,0.608,2.50E-05,5,0.0665,-7.506,0.0265
1754,The Start Of Something,Voxtrot,1,spotify:track:6K5GAopLZzzg0ZX8k5GWwh,0.707,107.056,0.179,0.632,271747,0.733,1.04E-05,8,0.0988,-6.924,0.0293
1755,POWERFUL LOVE,Field Medic,1,spotify:track:1P5FmMU0BUjBujbBAr4yM7,0.796,133.039,0.00572,0.579,137477,0.674,0.143,11,0.148,-2.282,0.0472
1756,Kenny,Still Woozy,1,spotify:track:0xv3fleYGWHgN0t9idC8xv,0.408,120.01,0.331,0.751,194133,0.486,0.032,1,0.108,-10.746,0.0374
1757,Let's Pretend,Del Water Gap,1,spotify:track:7fL5dwdNVt2gZyCKl8AF1i,0.387,135.993,0.268,0.517,236475,0.763,1.33E-06,5,0.301,-3.934,0.0349
1758,You've Got Me,The Greeting Committee,1,spotify:track:6UjVEivTehcNLOTv1RFvBA,0.63,99.026,0.294,0.63,219147,0.634,0,1,0.328,-4.852,0.0252
1759,Hallucinating - Mariachi Version,Elohim,1,spotify:track:5RqnCPY3Y21FTl76BxHhVN,0.409,107.024,0.46,0.752,204256,0.536,8.55E-05,9,0.145,-5.106,0.0385
1760,Notes,Modern Baseball,1,spotify:track:1OmerAp7BsQi83VUoN8VCv,0.191,65.953,0.127,0.495,135683,0.61,5.51E-05,11,0.243,-6.312,0.0411
1761,The Old Gospel Choir,Modern Baseball,1,spotify:track:6Vdb2b4goEtPxI1DUTS98A,0.284,116.684,0.00639,0.422,153082,0.635,1.00E-06,10,0.0832,-7.065,0.0529
1762,Oppsie,Good Morning,1,spotify:track:0UQx8veWkIYRHtRVHu6psY,0.547,134.983,0.18,0.66,142447,0.481,0.308,6,0.092,-8.861,0.0325
1763,Broken Cash Machine,Modern Baseball,1,spotify:track:2rZZoZBIWW7k1i8wqyRbYl,0.625,175.059,0.00336,0.419,109633,0.874,3.09E-05,1,0.101,-5.138,0.0877
1764,Ponies In Town,Jess Williamson,1,spotify:track:4MPu5OiPmXLJtqbfxAri3e,0.447,126.329,0.926,0.466,225000,0.202,0.000203,10,0.129,-11.891,0.0341
1765,Inside Your Mind,The 1975,1,spotify:track:0bXxKkYJNxOqHjeOrYanvS,0.32,80.699,0.349,0.161,230998,0.437,0.000677,4,0.13,-8.869,0.0355
1766,Some Girl (feat. Steve Lacy),GoldLink,1,spotify:track:6wOdpwaVrRtWlVSQNMBNQU,0.397,213.788,0.106,0.424,342244,0.606,0.000272,6,0.144,-6.062,0.159
1767,Synth Grass,Knapsack,1,spotify:track:2Gt94qSL9EImDLGm6Jlu3S,0.368,104.984,0.0039,0.71,184000,0.85,0.0338,5,0.238,-4.403,0.0333
1768,EARFQUAKE,"Tyler, The Creator",1,spotify:track:5hVghJ4KaYES3BFUATCYn0,0.413,79.635,0.23,0.554,190067,0.498,5.98E-06,9,0.795,-8.866,0.0685
1769,The Difference,Flume,1,spotify:track:4nlvKIIetOWGIMyhjQXgOZ,0.424,159.96,0.255,0.56,139663,0.865,0.000153,1,0.083,-1.148,0.0909
1770,My Love,Modern Baseball,1,spotify:track:3msRZgjMWUf4W3nsvMB3xT,0.487,137.066,0.965,0.719,213276,0.198,6.98E-05,1,0.129,-11.211,0.0341
1771,Mirror,Grace Ives,1,spotify:track:01xwE4euBygSYSvyLjhKjZ,0.937,130.014,0.0894,0.837,115928,0.678,0.137,1,0.107,-7.696,0.0357
1772,Assumptions,Sam Gellaitry,1,spotify:track:4NczzeHBQPPDO0B9AAmB8d,0.443,126.055,0.123,0.639,220838,0.815,0.00113,11,0.193,-4.718,0.221
1773,Phospholipid,Blood Cultures,1,spotify:track:6KMgaK133B5oyhuU7IHiye,0.402,94.869,0.153,0.601,213000,0.499,6.48E-06,8,0.265,-6.795,0.0342
1774,Dethfunk,Unown,1,spotify:track:3UJtBug6VeduUSGRIGvHKk,0.826,100.006,0.00212,0.868,230550,0.652,0.00108,1,0.087,-10.613,0.0921
1775,Dracula,Bakar,1,spotify:track:2AzUqFWxjLJjxLiAX71Qn1,0.72,140.056,0.00293,0.691,137520,0.83,0,11,0.313,-5.381,0.149
1776,Social Cues,Teezo Touchdown,1,spotify:track:7MG77R5GjIEWkAhtCdvs6v,0.55,155.138,0.000373,0.619,190539,0.907,0.000419,7,0.39,-4.754,0.0364
1777,Humming,Turnover,1,spotify:track:08So6XATkbLYP26vn6AjaM,0.386,155.042,0.185,0.478,238494,0.734,0.00216,5,0.107,-7.667,0.0289
1778,I Don't Want to Miss You (Like I Do),Austin Weber,1,spotify:track:7CbwFpS099Hsx3UXl4AQXZ,0.464,129.944,0.206,0.686,212507,0.539,0,8,0.0982,-7.093,0.0342
1779,Nostalgia,Chance the Rapper,1,spotify:track:34oFssnMdj7HNZRX7L98pT,0.81,146.018,0.358,0.612,203613,0.478,0.000191,2,0.143,-10.801,0.0728
1780,Take Off Ur Pants,Indigo De Souza,1,spotify:track:29JEOX0xLF9y6q8oILX2QH,0.653,127.482,0.000947,0.406,220250,0.662,0.183,9,0.383,-9.548,0.0534
1781,"14,400 Minutes",Chance the Rapper,1,spotify:track:1MnJ5vOM6V5S2l8VN7LjbT,0.539,126.547,0.106,0.826,128571,0.745,0,11,0.371,-8.758,0.487
1782,A Hard Day's Night - Remastered 2009,The Beatles,1,spotify:track:5J2CHimS7dWYMImCHkEFaJ,0.797,138.514,0.137,0.59,154200,0.805,0,0,0.0996,-6.481,0.0371
1783,Everybody's Something,Chance the Rapper,1,spotify:track:4NBQVFmu2R7lmRU3yoSMm4,0.511,69.156,0.0662,0.551,276938,0.459,0,1,0.373,-9.748,0.374
1784,Cómo Te Quiero,Khruangbin,1,spotify:track:6y9t7mXJVzBGQG4XhHy8Li,0.438,126.432,0.615,0.609,242536,0.279,0.906,7,0.51,-11.905,0.0282
1785,Midnite Cruiser,Steely Dan,1,spotify:track:3Hp7HkYTFxzMrTJdPXQJI6,0.72,99.188,0.277,0.641,246600,0.643,0,1,0.0449,-10.273,0.0284
1786,Kings,Steely Dan,1,spotify:track:6V4vufRraefNq5DYDjICRS,0.666,75.742,0.481,0.614,225973,0.63,2.27E-05,9,0.138,-10.497,0.0475
1787,Devil Like Me,Rainbow Kitten Surprise,1,spotify:track:0HsGh7cboYz6cVMIyFrQ8j,0.558,123.082,0.758,0.679,188280,0.63,7.06E-05,2,0.111,-6.83,0.158
1788,The Sound of Silence - Electric Version,Simon & Garfunkel,1,spotify:track:2YplrdHMBoRdnHgMeHEwHm,0.543,107.744,0.17,0.44,185253,0.466,1.03E-06,6,0.118,-9.712,0.0284
1789,Hands Down,The Greeting Committee,1,spotify:track:0dqJjKKxuKD5Dt3QH2n4CG,0.284,98.925,0.404,0.426,257693,0.634,0.00356,4,0.222,-7.116,0.0341
1790,Traffic,Ultimate Frisbee,1,spotify:track:50mRnECBH1447HwoCnE5Xf,0.497,123.995,0.000109,0.455,283443,0.85,1.39E-06,0,0.336,-6.284,0.0484
1791,Perfect Wave,Shwayze,1,spotify:track:0mPkyixm9AzMsf3Q6cqXrq,0.377,144.925,0.58,0.633,162945,0.468,0,4,0.165,-8.821,0.0523
1792,Bite The Hand,Julien Baker,1,spotify:track:03h0ioes0mfaZIeAO1fV5o,0.193,100.13,0.374,0.543,192071,0.507,0.0343,10,0.11,-8.119,0.0269
1793,Let 'Em In - Remastered 2014,Wings,1,spotify:track:37RqEET1SYQaAcHDxDQLZY,0.626,88.054,0.491,0.761,311880,0.482,0.31,10,0.0864,-11.849,0.0572
1794,Don't Move,Lawrence,1,spotify:track:0C6CoqHRXeBRUUncY0Uch5,0.275,101.141,0.834,0.559,180907,0.402,0.0161,2,0.109,-9.112,0.0355
1795,Thoughts From the ER (Silver Lining),Lawrence,1,spotify:track:1vSeOyg0hkzhViBsxX9Q2o,0.205,147.826,0.126,0.298,262373,0.489,1.24E-05,8,0.247,-5.464,0.0338
1796,Jet Lag,Lawrence,1,spotify:track:4RXiOM7Z540g4QeyjOcoUn,0.267,67.309,0.501,0.379,226107,0.339,0.00026,6,0.112,-7.213,0.0542
1797,Hotel TV,Lawrence,1,spotify:track:2sVxymal8uQ64UDn5aAoOZ,0.487,81.944,0.16,0.529,217160,0.855,0,5,0.155,-2.77,0.0609
1798,The Comeback Song,Olivia Rodrigo,1,spotify:track:2WLp3CjnM7iLR7aTrNdwcX,0.776,142.044,0.052,0.805,151032,0.715,0,1,0.0884,-5.346,0.183
1799,Right Side of My Neck,Faye Webster,1,spotify:track:3cxZT78mZDyLsLPJKcTu3U,0.315,117.039,0.00116,0.716,153320,0.515,0.000249,1,0.326,-9.073,0.0261
1800,Outside,Mac Miller,1,spotify:track:0BJU3HPSwhJEg6xvXOgCBr,0.617,170.177,0.391,0.537,271283,0.737,0.000333,5,0.115,-5.858,0.319
1801,Kickin' Incredibly Dope Shit (Intro),Mac Miller,1,spotify:track:6JIdPSLneWa09A6cecBCtl,0.758,149.956,0.0445,0.477,203359,0.776,0,0,0.256,-6.759,0.439
1802,Fast Talk,Houses,1,spotify:track:7DrvXVuYtvFZjM8AymQlel,0.351,140.023,0.545,0.597,259947,0.503,0.11,9,0.205,-7.732,0.0377
1803,The Kicker,Racoma,1,spotify:track:16VIao97PKsIlaUeVTo12I,0.253,159.999,0.0913,0.392,195038,0.644,0.0501,9,0.296,-6.986,0.0274
1804,I'm Coming with Lovin' on My Mind,Swamp Dogg,1,spotify:track:5mLAya5AhQQiu8vIF2ZjWG,0.794,93.965,0.366,0.586,245107,0.743,1.53E-05,10,0.116,-6.558,0.242
1805,Elk,TTNG,1,spotify:track:4fF0yBMTA72jm5jZaLfrnJ,0.184,119.849,0.685,0.581,231160,0.229,0.262,2,0.0688,-13.806,0.042
1806,Victoria,Jukebox The Ghost,1,spotify:track:6PygGAmpvTfty4Clx53ft2,0.586,162.948,0.395,0.536,224373,0.674,1.71E-05,3,0.231,-9.418,0.0648
1807,Caroline,Jadu Heart,1,spotify:track:4jFmHwPcwIjEtEBuKOPoKG,0.2,117.979,0.343,0.61,250022,0.452,0.0107,0,0.165,-8.683,0.03
1808,Never in My Wildest Dreams,Dan Auerbach,1,spotify:track:3MJov5mT64K42o1Rffhblq,0.623,117.21,0.315,0.559,176027,0.466,0.0039,5,0.0933,-6.769,0.0362
1809,Two Fish and an Elephant,Khruangbin,1,spotify:track:2kGMBOPXMtb9gxzVYdplg9,0.929,84.615,0.0153,0.452,213760,0.579,0.893,2,0.637,-11.085,0.0476
1810,Poolside Music,Jazz Lounge Bar,1,spotify:track:0PCXD9aUjXzAvDjPoLkE4x,0.682,140.915,0.931,0.654,124574,0.211,0.809,0,0.0943,-23.54,0.0343
1811,Remind Me Of,Hoodie Allen,1,spotify:track:3hZTUqso4G9zicauTFR6zU,0.793,156.077,0.127,0.827,186573,0.654,0,11,0.111,-3.429,0.393
1812,Fly As Me,Bruno Mars,1,spotify:track:7HEWQj82REyDOKMAAlB9pc,0.48,100.025,0.00756,0.783,219389,0.627,0,2,0.0606,-8.521,0.102
1813,Stick Around,Brotherkenzie,1,spotify:track:4UIkNEJnzb6k0am2iux9rd,0.117,87.411,0.87,0.347,200426,0.443,0.108,7,0.109,-12.114,0.0531
1814,Utah,Brotherkenzie,1,spotify:track:6RZqf37lR2vnJ2AiZFINtl,0.225,68.558,0.954,0.56,145401,0.325,0.00278,4,0.209,-8.622,0.0314
1815,Coming Home,Whistler Isaiah,1,spotify:track:7u6SqdW3JeD7DBv00bzqZJ,0.083,142.037,0.781,0.436,304436,0.379,0.121,8,0.0796,-13.038,0.0322
1816,Baseball Cap,Whistler Isaiah,1,spotify:track:1KWJoDZYKf8t3ZjrgEmmVa,0.558,155.051,0.042,0.578,267262,0.692,0.0478,8,0.1,-7.652,0.0377
1817,Rudolph The Red-Nosed Reindeer,Burl Ives,1,spotify:track:4yY65EIhsp9Yijw8e4wFbm,0.805,152.612,0.586,0.682,128520,0.246,0,0,0.436,-13.663,0.0426
1818,Death Of A Strawberry,Dance Gavin Dance,1,spotify:track:0ZcQUwVyXgpUepJsvgOYgk,0.752,124.972,0.0297,0.576,250973,0.955,0,4,0.054,-3.122,0.0458
1819,Dammit,blink-182,1,spotify:track:6WkSUgo1VdpzgtiXKlFPcY,0.341,111.221,0.0017,0.426,165373,0.972,0,0,0.171,-5.122,0.0954
1820,High Hopes,Panic! At The Disco,1,spotify:track:6o2zMvRqxTsqd7PnZmxBMf,0.703,164.061,0.221,0.519,192133,0.908,0,5,0.0673,-2.733,0.0668
1821,Twelve Days Of Christmas,Bing Crosby,1,spotify:track:0cAhE2iDJApegDnVRx6fCK,0.834,143.522,0.926,0.641,203746,0.413,0,3,0.191,-5.624,0.0435
1822,The Summer,Citizen,1,spotify:track:1T8ECsrPhMB7F4MsLDiX5w,0.295,131.844,0.000135,0.277,181183,0.836,0,2,0.186,-4.778,0.0508
1823,UNDERWATER BOI,Turnstile,1,spotify:track:4pV11quzVm52tULYj6ITD2,0.297,131.037,0.0294,0.699,184944,0.881,0.111,2,0.0842,-6.198,0.046
1824,No Good,Knuckle Puck,1,spotify:track:2FfBvhOpRwbKPmb9MOVSIj,0.557,184.109,0.0102,0.276,174974,0.952,0,6,0.207,-2.86,0.069
1825,Brain Stew,Green Day,1,spotify:track:1nLnpLXvl68RZCSjfkyiaa,0.337,75.958,0.00133,0.559,193000,0.543,2.00E-05,1,0.0577,-5.429,0.302
1826,Silver Bells,Dean Martin,1,spotify:track:2v2EYR4AYGeup25aJHnwQc,0.579,95.644,0.898,0.3,143107,0.306,0,8,0.211,-11.865,0.0303
1827,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,1,spotify:track:5KMun6paSlHbeejlmQI279,0.701,111.873,0.738,0.768,154973,0.307,0,7,0.185,-10.457,0.056
1828,Have Yourself A Merry Little Christmas,Judy Garland,1,spotify:track:4sVXA3XFRQ1iXNOcNlqyfp,0.154,90.371,0.972,0.251,167707,0.143,0.0026,6,0.215,-18.146,0.0325
1829,Silk Sonic Intro,Bruno Mars,1,spotify:track:62CeNjGbvQnpQvyyGXeeDU,0.674,114.993,0.097,0.696,63060,0.553,3.91E-06,1,0.617,-8.702,0.0759
1830,BITTER,Marisa Maino,1,spotify:track:3fYb7a36WMC06OXwJ0wcpy,0.831,156.104,0.173,0.703,185709,0.753,0,4,0.111,-5.631,0.112
1831,want u like that,Marisa Maino,1,spotify:track:2RHDZNbGKR02gITTzrGmKU,0.659,135.01,0.00774,0.801,193633,0.737,0,1,0.226,-4.426,0.0491
1832,boy toy,Marisa Maino,1,spotify:track:00K6jxyDnE4Wg1BHGd8ndE,0.278,95.004,0.363,0.699,224719,0.452,0,9,0.0822,-5.111,0.0273
1833,Sleigh Ride,Carpenters,1,spotify:track:4Ed1mHqjKIhQmmC4ZUCLvN,0.602,100.972,0.787,0.634,158933,0.401,0,11,0.105,-12.362,0.0317
1834,Lucky for Some,Macseal,1,spotify:track:4g8gPvdsJiJgHGtYyOautI,0.691,136.004,7.82E-06,0.538,120333,0.587,0.404,6,0.145,-6.415,0.0382
1835,O Tannenbaum,Vince Guaraldi Trio,1,spotify:track:0bjYzTbNdJyLlaG1nzoaMj,0.388,122.436,0.879,0.591,305093,0.16,0.00168,5,0.115,-17.991,0.0426
1836,Sparks Fly,Taylor Swift,1,spotify:track:19CSr8rwW05VJL2F91KFNK,0.535,88.856,0.855,0.515,260440,0.545,1.97E-05,2,0.0921,-9.277,0.0353
1837,Vacation,Florist,1,spotify:track:7fQmffdxTktq0sJFvRUcwE,0.112,107.605,0.847,0.615,227139,0.269,0.129,0,0.0756,-13.939,0.0346
1838,Namesake,Pinegrove,1,spotify:track:1t2oRo5CHw5InZkTyIXVpr,0.335,81.527,0.00595,0.35,187199,0.833,0.00274,9,0.385,-7.688,0.0362
1839,Need 2,Pinegrove,1,spotify:track:3kQfBtkQqgN1fAMfhks8TU,0.213,76.557,0.00994,0.552,191797,0.634,0.202,1,0.0798,-8.302,0.0261
1840,Leave It In The Ska,Jeff Rosenstock,1,spotify:track:4WfKJEjxfuhES3HpUcj0ot,0.961,158.862,0.00216,0.626,153329,0.813,0,10,0.0994,-6.159,0.0528
1841,Santa Baby,Eartha Kitt,1,spotify:track:62wABWaq7WSOv9RV7ZrkcC,0.468,84.475,0.897,0.704,206507,0.103,0,5,0.192,-15.056,0.0607
1842,BROOKLYN,Brotherkenzie,1,spotify:track:2KuQrnxApHCMW7xJmvHLrd,0.399,91.488,0.353,0.311,179600,0.638,0.00218,8,0.162,-7.52,0.0279
1843,Sound of da Police,KRS-One,1,spotify:track:0H7wdsHwWmKGPbGtBGS9DM,0.319,94.98,0.128,0.789,258387,0.977,3.48E-05,1,0.15,-6.196,0.305
1844,We Will Not Make It (Not Without You),Twin Peaks,1,spotify:track:7JllWelLM6xqTqCWFFRO4i,0.245,150.048,0.294,0.45,388068,0.606,0.913,2,0.229,-7.503,0.0253
1845,Blue Christmas,Elvis Presley,1,spotify:track:0cDcnStZNlQe6FL9TwcUqQ,0.716,95.252,0.816,0.464,149267,0.698,0.000111,4,0.334,-6.424,0.029
1846,Stuck In The Middle Pt. II (feat. Kiana Ledé),Tai Verdes,1,spotify:track:1EAVnKqYdCbRPPARHSx9ym,0.785,119.957,0.326,0.84,194000,0.499,0,2,0.106,-7.99,0.0508
1847,Freaks,Surf Curse,1,spotify:track:5u9fEZG7OQi45rrrGshffb,0.407,179.626,3.84E-05,0.345,147062,0.941,0.633,9,0.0511,-9.918,0.0466
1848,PICKLE BART,Mom Jeans.,1,spotify:track:7r7hoWN5og1JbZCRfUF1EN,0.509,127.19,0.00463,0.697,236494,0.614,0.000115,6,0.108,-7.909,0.0326
1849,Love Is A Game,Adele,1,spotify:track:2j3GxEsbNYNeEzz86wDY4J,0.228,183.793,0.453,0.269,403044,0.591,0.000695,10,0.0702,-5.79,0.0416
1850,To Be Loved,Adele,1,spotify:track:10ImcQk9tihY1EKMDIbvXJ,0.289,170.425,0.843,0.356,403962,0.176,0,8,0.231,-8.291,0.0391
1851,Hold On,Adele,1,spotify:track:6bGMSP3H9YqkmaLnaJTIoF,0.459,165.902,0.858,0.366,366004,0.364,1.15E-05,0,0.165,-7.814,0.0433
1852,Stars Fell On Alabama,Ella Fitzgerald,1,spotify:track:0hGjRgbnFuvOMUKgQK1IGu,0.175,66.673,0.944,0.309,215507,0.0724,0,5,0.156,-17.143,0.0428
1853,We Wish You A Merry Christmas,John Denver,1,spotify:track:0Xrev0e2wVRSkq84SJiEMg,0.777,84.535,0.814,0.677,65347,0.353,0,9,0.0904,-15.636,0.0716
1854,I Drink Wine,Adele,1,spotify:track:6v0UJD4a2FtleHeSYVX02A,0.306,115.389,0.697,0.437,376169,0.565,0,10,0.119,-5.596,0.0466
1855,Can I Get It,Adele,1,spotify:track:6w8ZPYdnGajyfPddTWdthN,0.536,97.985,0.0171,0.703,210384,0.68,0,9,0.178,-6.118,0.0431
1856,A Holly Jolly Christmas - Single Version,Burl Ives,1,spotify:track:48ILYwFBboyCBH2nv1z4HJ,0.855,140.313,0.679,0.664,133400,0.383,0,0,0.143,-12.57,0.0298
1857,Dominick the Donkey (The Italian Christmas Donkey),Lou Monte,1,spotify:track:2t0nJg7CFG9XVY2JtoQeA9,0.963,113.237,0.68,0.807,150747,0.473,0,8,0.179,-11.383,0.047
1858,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,1,spotify:track:0SUKNXEqZnRw7g0NO139FM,0.851,143.306,0.888,0.596,155587,0.325,0,2,0.276,-11.549,0.0591
1859,Cool Yule,Louis Armstrong,1,spotify:track:6g4mg9ak7Pdbc1HIVs2r8h,0.726,149.1,0.648,0.569,176293,0.606,0.000146,7,0.444,-4.438,0.161
1860,O Tannenbaum,Nat King Cole,1,spotify:track:0aJcR4COHLndzrJya4nBBc,0.196,89.859,0.81,0.252,180200,0.231,0.000167,3,0.199,-14.181,0.0369
1861,KRS-One,Sublime,1,spotify:track:50zZ6S7YI5dVL69a7GkArx,0.388,125.97,0.525,0.65,143707,0.301,0.000251,10,0.107,-11.319,0.149
1862,Winter Wonderland - Remastered 2006,Bing Crosby,1,spotify:track:2IuUMx3uxxJAHcH41aYtn0,0.537,126.655,0.828,0.592,144253,0.23,0,10,0.12,-13.603,0.0511
1863,If It Means A Lot To You,A Day To Remember,1,spotify:track:3rEwGRmPVVudVjqdgv0tRR,0.441,127.001,0.112,0.584,243227,0.536,0,10,0.456,-8.158,0.0279
1864,NJ Legion Iced Tea,A Day To Remember,1,spotify:track:2cZsWmiDkjRxBKorL7Idp6,0.666,148.875,2.65E-05,0.491,211133,0.859,0,0,0.385,-5.021,0.106
1865,Fake Happy,Paramore,1,spotify:track:6t44iU80A0h8WQ7vc4OoRj,0.44,98.559,0.076,0.734,235707,0.626,6.54E-06,7,0.168,-5.685,0.0458
1866,Hark! The Herald Angels Sing/It Came Upon A Midnight Clear - Medley / Remastered 2006,Bing Crosby,1,spotify:track:4BgkhT5HythXhIBqU2WvhX,0.338,86.799,0.964,0.283,186067,0.243,0.000381,6,0.341,-15.178,0.0316
1867,Chinchilla,TTNG,1,spotify:track:3zRR7Zxba4vWDU7Y3p9Gf8,0.602,133.849,0.000436,0.353,267173,0.755,0.000794,6,0.104,-8.456,0.042
1868,Carol of the Bells,Mykola Dmytrovych Leontovych,1,spotify:track:3cOySZeTL6KKhYSzapd98O,0.1,182.052,0.991,0.275,75920,0.119,0,7,0.0702,-26.322,0.0577
1869,The Girl,City and Colour,1,spotify:track:4ChDXpei5buHghjlcjkhul,0.348,77.155,0.927,0.517,147675,0.156,0.00191,9,0.109,-16.186,0.0315
1870,Christmas (Baby Please Come Home),Darlene Love,1,spotify:track:4s17ch7ALW3M2JcHDHarVp,0.356,126.322,0.392,0.343,166453,0.76,0.000388,3,0.0773,-7.146,0.0513
1871,O Little Town of Bethlehem,Elvis Presley,1,spotify:track:6Ai7PiAjnb4eIiC05By0i4,0.212,99.286,0.984,0.325,155493,0.0409,0.000585,2,0.109,-19.102,0.0359
1872,Do You Hear What I Hear? - Remastered 2006,Bing Crosby,1,spotify:track:2Uiv8YvD3q63FGTUjkYvxT,0.414,101.369,0.813,0.532,165667,0.246,1.66E-06,10,0.195,-15.499,0.028
1873,Falling in Love Again,Joyce Manor,1,spotify:track:2M0IWOmIi079R1MaPVlOW3,0.436,177.422,0.00175,0.335,148120,0.936,4.81E-06,2,0.14,-2.056,0.0797
1874,Pressing On,Relient K,1,spotify:track:6In4URucfktjEmsDSxHyzO,0.75,124.278,0.00321,0.483,209893,0.928,0,1,0.308,-3.863,0.069
1875,Outta Here,KRS-One,1,spotify:track:1yjRkRZ9N9blrca0f0UzeF,0.455,96.374,0.000298,0.849,268907,0.757,0.11,6,0.092,-7.899,0.184
1876,Be a Prelude -,RIOPY,1,spotify:track:4dJ4wJgItNYpIL3LUiPp9N,0.28,85.39,0.989,0.393,215040,0.175,0.916,0,0.109,-18.118,0.0303
1877,Youami,RIOPY,1,spotify:track:0KcNsOR8SuRB66VCJLfdnr,0.039,65.798,0.989,0.503,249227,0.0155,0.947,8,0.132,-24.868,0.0613
1878,Blue Moon,RIOPY,1,spotify:track:2txf2NzDoegZhKrg3v9KcO,0.096,79.962,0.988,0.57,196533,0.126,0.929,11,0.0908,-23.249,0.0727
1879,Crown On The Ground,Sleigh Bells,1,spotify:track:7MKFtAnWUeJBYTXZCsHQxH,0.531,84.852,0.000866,0.434,229373,0.811,0.00411,11,0.0917,-3.051,0.0867
1880,Wouldn't Mama Be Proud,Oceanator,1,spotify:track:1ASjr7IuhJcHeSZ1nBxLXT,0.326,126.92,0.0626,0.586,228003,0.643,0.000185,0,0.0889,-7.888,0.0303
1881,"Goodbye, Goodnight",Oceanator,1,spotify:track:1CBNMqMDwVoUtsP39HLAFy,0.294,92.478,0.00947,0.453,243875,0.551,0.024,6,0.128,-7.79,0.0277
1882,"Goldberg Variations, BWV 988: Aria",Johann Sebastian Bach,1,spotify:track:02t7oEbqw3HLQNnsRvIXzJ,0.438,76.386,0.995,0.294,118000,0.0242,0.877,4,0.169,-29.407,0.0402
1883,A Crack in the World,Oceanator,1,spotify:track:3YkpXkV3goLlhpvvAxPixw,0.667,145.327,0.0391,0.403,257898,0.716,0.00225,2,0.15,-7.641,0.038
1884,I Would Find You,Oceanator,1,spotify:track:1D86QEDmr0FZryov4dAeq9,0.463,136.002,0.228,0.727,357484,0.494,0.487,1,0.103,-11.723,0.0282
1885,Way We Won't,Grandaddy,1,spotify:track:2Y0zTexR657rRLHD2JvXXw,0.466,114.014,0.0454,0.547,261800,0.582,0.0135,4,0.135,-7.148,0.0328
1886,The Crystal Lake,Grandaddy,1,spotify:track:5GLDy4vcd6gDvhxidvovFX,0.2,125.975,0.00442,0.524,300133,0.693,0.00834,3,0.314,-6.846,0.0284
1887,Pinô,Otto A. Totland,1,spotify:track:2wfvbmGETtLRDPypjOVYLp,0.103,80.743,0.995,0.494,165995,0.0453,0.927,5,0.112,-28.914,0.0378
1888,Supermassive Black Hole,Muse,1,spotify:track:2zrIyIdqafYozfsgiMY0Ae,0.865,120.011,0.0435,0.671,209333,0.865,0.00559,7,0.237,-5.735,0.0472
1889,Guillaume Tell (William Tell): Overture (arr. F. Wrede for 2 pianos 8 hands): Andante -,Gioachino Rossini,1,spotify:track:3Wwba621okL6wwGn6KMzre,0.195,74.477,0.991,0.414,137733,0.0187,0.892,7,0.0513,-39.385,0.0557
1890,2,H.E.R.,1,spotify:track:2YyNFk4HBKXrqgsvPDNJtO,0.429,149.975,0.313,0.794,188987,0.448,0.0184,6,0.128,-7.401,0.148
1891,Golden Butterflies - Day 5,Ludovico Einaudi,1,spotify:track:0BSn0NIoQJIKMPLDLIsKrh,0.0668,64.068,0.99,0.341,172786,0.0689,0.887,6,0.0871,-24.27,0.0409
1892,Bruyères - Home Session,Claude Debussy,1,spotify:track:2eSVQH8lwcrUBs7dpEj7p7,0.233,63.821,0.992,0.3,216061,0.0405,0.948,8,0.138,-31.023,0.0449
1893,All Too Well,Taylor Swift,1,spotify:track:1q3RiD1tIWUpGsNFADMlvl,0.337,93.06,0.0382,0.602,327893,0.609,0.0002,0,0.127,-7.803,0.0243
1894,Peace of Mind,RIOPY,1,spotify:track:4Y0sakC0g6TBWV4oPN3Z46,0.217,160.584,0.971,0.483,262507,0.0274,0.944,6,0.101,-24.966,0.0493
1895,Fireside,Arctic Monkeys,1,spotify:track:4atMrAadB7dS8xn9vfk9PQ,0.74,100.033,0.0234,0.538,181049,0.953,0.00126,9,0.113,-5.611,0.056
1896,"Sonata for Violin or Flute and Continuo, No.1 in G Minor BWV 1020 - arr. Flute, Harp, and Cello: 1. (Allegro)",Johann Sebastian Bach,1,spotify:track:5QRvldL1Nayt1MFTNtQnhS,0.431,97.693,0.989,0.521,237000,0.189,0.916,7,0.108,-22.774,0.0435
1897,Mazurka in C Major,Mikhail Glinka,1,spotify:track:1rG6l7HfoIvNAJJ6g5YrC1,0.219,68.928,0.991,0.377,86013,0.00865,0.855,9,0.0615,-32.889,0.0629
