,trackName,artistName,numPlays,URI,valence,tempo,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness
153,Can I Call You Tonight?,Dayglow,10,spotify:track:64lsIF5pw0sJY0gV5kz0RN,0.5,129.98,0.132,0.641,278769,0.842,0.91,9,0.419,-7.27,0.0292
154,Are You There,"Slaughter Beach, Dog",10,spotify:track:36L76Hw2KS60na0cxlh8E0,0.418,120.002,0.249,0.736,255312,0.735,0.0351,2,0.0678,-6.964,0.0312
155,Gypsy,Tigers Jaw,10,spotify:track:7rS58eMH9wgtGkFSRt4hsK,0.643,135.021,0.0541,0.61,265239,0.7,0.00238,5,0.14,-7.988,0.0286
156,Work Song,Hozier,10,spotify:track:4Vc3bzFxXdrABa2DxgyCMT,0.254,121.249,0.749,0.531,229720,0.359,0,10,0.112,-7.672,0.0619
157,I Thought You Didn't Even Like Leaving,Prince Daddy & the Hyena,10,spotify:track:2yhNaKPWAbB7BtBq5Avs8N,0.263,163.189,0.0005,0.279,180216,0.942,0,8,0.454,-6.217,0.158
158,Tadow,Masego,10,spotify:track:51rPRW8NjxZoWPPjnRGzHw,0.313,121.726,0.669,0.704,301893,0.487,8.64E-05,9,0.111,-6.407,0.0604
159,Levitating,Dua Lipa,10,spotify:track:1dI77VhaLcQSgQLSnIs03D,0.914,103.014,0.0561,0.695,203808,0.884,0,6,0.213,-2.278,0.0753
160,Coffee Talk,Broadside,9,spotify:track:7wXays9vrRN3i4wBpBYb2d,0.412,174.021,0.00041,0.274,174147,0.963,0.00303,8,0.36,-2.956,0.153
161,St. Paul,Cory Wong,9,spotify:track:4KNciXQGuQ8HOQFL1WQN7w,0.793,99.562,0.0344,0.701,308307,0.682,0.735,0,0.51,-7.884,0.0412
162,Rockin' Around the Christmas Tree,Jessica Simpson,9,spotify:track:0Sqt411OG8f7sfAvFKx9uX,0.831,141.895,0.0565,0.653,124227,0.816,0,8,0.353,-3.502,0.0317
163,Kyoto,Phoebe Bridgers,9,spotify:track:4vjvx7Zxkb4AltGcZ0BBvI,0.485,131.024,0.0467,0.6,184524,0.749,0.295,11,0.0915,-6.889,0.0419
164,Let Me Let You Down,The Teskey Brothers,9,spotify:track:2Rv1IzyGDZA5ezvHCRFMiW,0.598,129.271,0.185,0.533,253587,0.711,2.28E-05,2,0.107,-4.553,0.0536
165,Preoccupied,Mac DeMarco,9,spotify:track:6N4WUdbz6HVKy6u6JX1KqK,0.482,159.062,0.329,0.813,239646,0.212,0.0725,8,0.123,-15.421,0.163
166,Same Drugs,Chance the Rapper,9,spotify:track:6m9qPYXmhge2QhBLfFKnVF,0.531,180.297,0.947,0.461,257775,0.293,9.95E-06,6,0.0936,-9.52,0.0555
167,Trick To Happy,Bahamas,9,spotify:track:4lrkAUjZqFCofSF4QplDYd,0.646,177.98,0.535,0.755,204453,0.289,0.000529,2,0.109,-9.658,0.0614
168,Good Life,Sammy Rae & The Friends,9,spotify:track:6sOK9LnvTTj4E2ZGzhKTQo,0.393,99.482,0.537,0.429,236000,0.798,0,3,0.0676,-5.361,0.0836
169,Broc Ched,Prince Daddy & the Hyena,9,spotify:track:0wPbyYU9Z9UpFL7wGSsaRw,0.331,190.871,4.36E-05,0.168,131860,0.942,0,11,0.571,-7.783,0.0925
170,Donna,The Lumineers,9,spotify:track:3ZkleTkBBKIPKJh9jIqT7s,0.282,134.121,0.96,0.49,185973,0.247,1.78E-05,4,0.119,-10.481,0.035
171,The Title Track,Origami Angel,9,spotify:track:6hd9PsMDYaBEkQOjq6F3XH,0.569,94.878,0.138,0.494,151196,0.964,0,8,0.214,-4.084,0.0862
172,Welcome 2 Minneapolis,Cory Wong,9,spotify:track:4OKYC3zOq03AQHAoK9qBnv,0.593,121.759,0.036,0.718,312715,0.832,0.781,7,0.759,-6.726,0.0454
173,Serotonin,girl in red,9,spotify:track:0iMmCrTW7CzWqegELTAsnl,0.761,149.016,0.0136,0.582,180702,0.77,6.36E-06,2,0.368,-4.568,0.274
174,Meadow Song,S. Carey,9,spotify:track:1XDGbnepd3c3kqYsy6E0fx,0.114,86.49,0.891,0.124,236777,0.17,0.625,3,0.0605,-15.752,0.0345
175,Ocean,Alice Phoebe Lou,9,spotify:track:2LqLf2R1QiidY4oARbXYJk,0.04,84.85,0.903,0.211,255860,0.295,0.0681,11,0.087,-13.895,0.0319
176,Had To Cry Today,Blind Faith,9,spotify:track:5zNCFqfUZ0qsrnDRjcJLdW,0.692,161.094,0.0592,0.321,528560,0.654,0.0322,5,0.112,-12.564,0.0465
177,New Friends,Pinegrove,9,spotify:track:3cscgVhdBfgMdxQRC8Uqke,0.204,102.32,0.374,0.328,199275,0.715,1.57E-06,2,0.0937,-6.667,0.0341
178,Say Less,Origami Angel,9,spotify:track:1OaxNRElmUYeg84ZqBGIr0,0.306,84.971,0.0878,0.559,145237,0.934,0,10,0.108,-3.223,0.156
179,Beverly Hills,Weezer,9,spotify:track:1yKu2MhpwzDXXH2tzG6xoa,0.741,87.904,0.0932,0.693,196093,0.823,0,5,0.328,-3.761,0.0726
180,Super Rich Kids,Frank Ocean,9,spotify:track:0725YWm6Z0TpZ6wrNk64Eb,0.58,60.493,0.219,0.739,304760,0.419,0,3,0.196,-8.241,0.0854
181,Phone Home,Emma Jeanne,9,spotify:track:5LXnW7jIm5XUqVQHPdKsPE,0.347,129.127,0.689,0.486,178939,0.503,0.000188,11,0.108,-10.176,0.0311
182,My Own Worst Enemy,Lit,9,spotify:track:39sICagGOiysHxoIBRyLLi,0.588,103.523,0.0252,0.427,169405,0.952,0,4,0.407,-3.383,0.0565
183,Little Spark,Alice Phoebe Lou,9,spotify:track:7CgnvfYrbJcxfpAgiDKSdT,0.127,81.612,0.906,0.327,172430,0.264,0.000795,8,0.0898,-12.817,0.0349
184,Can't Stop (A Playa),Schwey,9,spotify:track:26kP0UtIDqVEttFjX92BLA,0.679,109.017,0.138,0.925,224557,0.689,0.0149,5,0.107,-5.12,0.0782
185,Come and Get Your Love - Single Version,Redbone,9,spotify:track:4vjd5hp6WzxNqYXPKYadMs,0.957,107.383,0.172,0.731,205933,0.804,0.00028,11,0.0685,-7.621,0.0473
186,Krystal,Matt Maltese,9,spotify:track:7IqLiGw7PhgQy95uju4sC6,0.368,153.629,0.735,0.515,220245,0.508,0.753,3,0.119,-8.073,0.0278
187,Say So,Doja Cat,9,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,0.779,110.962,0.264,0.787,237893,0.673,3.35E-06,11,0.0904,-4.583,0.159
188,Let Me Alone,moow,9,spotify:track:2WJ6mjSFqWbSklgbgdUBDy,0.496,170.072,0.96,0.596,127050,0.343,0.93,8,0.151,-8.321,0.0628
189,Helplessly Hoping,"Crosby, Stills, Nash & Young",9,spotify:track:40WeJU3odsbq1fXNbub4nh,0.411,145.97,0.911,0.493,159000,0.164,0,7,0.111,-13.853,0.0377
190,One of Us Cannot Be Wrong,Father John Misty,9,spotify:track:1SDl6yNI9kzakrsn1bfloT,0.277,111.79,0.307,0.394,452840,0.654,0.000718,11,0.0986,-3.529,0.0302
191,All That and More (Sailboat),Rainbow Kitten Surprise,9,spotify:track:6vyFAHVKIsp3pdyhlOKMAz,0.383,83.237,0.802,0.455,171025,0.525,0,7,0.226,-9.225,0.149
192,DVP,PUP,9,spotify:track:1llK3WvpGjCkfEFlL5acTW,0.227,147.961,0.00442,0.361,148893,0.997,3.48E-06,6,0.328,-1.225,0.0995
193,Landslide,Fleetwood Mac,9,spotify:track:5ihS6UUlyQAfmp48eSkxuQ,0.423,159.375,0.883,0.414,199493,0.161,0.000223,7,0.117,-22.32,0.0318
194,Photo ID (with Dominic Fike),Remi Wolf,9,spotify:track:4Ke6Ac2MVPhfQH3xPTjVZ3,0.851,115.927,0.31,0.758,207927,0.843,0,1,0.223,-3.323,0.103
195,Making Do,Lake Street Dive,9,spotify:track:1ID7FIrnDFtAoRebVRBhlO,0.288,176.002,0.0362,0.749,214150,0.439,0.000389,5,0.103,-6.838,0.0422
196,Diane Young,Vampire Weekend,9,spotify:track:10f0hrbCBiQk9STrFG3EU7,0.735,87.076,0.0333,0.422,160067,0.809,3.64E-05,11,0.203,-5.607,0.246
197,Astrovan,Mt. Joy,9,spotify:track:14e46mURUUwB3i2vTe1gFz,0.62,169.917,0.866,0.548,186133,0.444,0,3,0.134,-9.4,0.0384
198,Let's Groove,"Earth, Wind & Fire",8,spotify:track:3mbXR77q1sq2MdeqdPHwJs,0.921,125.041,0.138,0.868,339307,0.637,1.10E-05,11,0.0446,-9.061,0.0641
199,A.M. 180,Grandaddy,8,spotify:track:60SskFg8mhPrzBLLZJ1BK7,0.211,88.166,0.000658,0.296,200667,0.421,0.931,5,0.285,-8.724,0.0313
200,Tears Over Beers,Modern Baseball,8,spotify:track:4G6E84lvx8jJh4lWv7Fecm,0.289,179.797,0.000844,0.29,168750,0.629,0.000728,1,0.107,-7.052,0.0637
201,Cute Without The 'E' (Cut From The Team) - Remastered,Taking Back Sunday,8,spotify:track:6OyKBwLzq4h15XmxeWf5n4,0.572,95.095,0.0252,0.398,212938,0.89,0,1,0.0472,-2.248,0.0473
202,Franny,Magic City Hippies,8,spotify:track:37D2XkjXNNV5JFB1kQX7DX,0.891,161.994,0.034,0.596,195312,0.796,2.18E-06,9,0.468,-6.087,0.0469
203,Stay for a While,Gibbz,8,spotify:track:01l4rx3zFW2YSdwXrIROSt,0.726,145.487,0.468,0.562,223562,0.563,0.00227,8,0.298,-5.854,0.209
204,Message Received,Emma Jeanne,8,spotify:track:0UJFPZBXi0lxpoigwxwWiD,0.15,123.547,0.738,0.561,137979,0.496,0.0983,4,0.109,-11.476,0.032
205,Rosyln,Bon Iver,8,spotify:track:4k7x3QKrc3h3U0Viqk0uop,0.121,159.719,0.971,0.329,289560,0.277,0.024,10,0.0971,-13.111,0.0302
206,Make Me Feel,Janelle Monáe,8,spotify:track:4yYfEgkLpkXceMQxILVgG1,0.639,115.053,0.138,0.856,194316,0.407,0,1,0.32,-7.456,0.238
207,Close To You,Dayglow,8,spotify:track:4ReJJcpW8HtVnqzhf6DwNV,0.833,140.031,0.429,0.875,194693,0.649,0.00237,6,0.0704,-5.754,0.0433
208,Visiting,Pinegrove,8,spotify:track:5AqGSBtC30fE6rCMrr6qlc,0.396,144.308,0.0292,0.302,186587,0.757,0,4,0.357,-6.734,0.0549
209,Blackbird - Remastered 2009,The Beatles,8,spotify:track:5jgFfDIR6FR0gvlA56Nakr,0.372,93.699,0.754,0.686,138387,0.127,1.41E-05,7,0.0573,-14.361,0.0342
210,Atlas Hands,Benjamin Francis Leftwich,8,spotify:track:5BNxLlPzaAyGKj09vSbZC3,0.412,82.469,0.906,0.55,171334,0.247,0.00412,6,0.0499,-14.504,0.0362
211,Miles Away Acoustic Edit,Years Around The Sun,8,spotify:track:0dGfJ3EJZWUkcMpwBg07SL,0.539,124.955,0.709,0.809,220955,0.401,1.21E-05,10,0.112,-8.516,0.0332
212,Poems,Hippo Campus,8,spotify:track:5CGX8JPDhMyUI4GkBSDxwP,0.27,87.935,0.503,0.462,323967,0.588,0.00206,4,0.135,-8.732,0.0336
213,"You, In Weird Cities",Jeff Rosenstock,8,spotify:track:6QtxiJpw1DbK4BKie6Eaqx,0.571,106.541,4.16E-05,0.301,219664,0.936,0.00173,11,0.165,-4.867,0.108
214,Satisfy My Soul,Bob Marley & The Wailers,8,spotify:track:6dzrCHBBKutQezMkeWaOEY,0.449,127.968,0.00294,0.781,271200,0.412,9.85E-05,7,0.213,-9.187,0.188
215,warm glow,Hippo Campus,8,spotify:track:0WSPIU3Y3bNXsGeKnzSnt1,0.0384,92.463,0.324,0.445,358870,0.446,0.119,9,0.106,-8.87,0.0286
216,Dull,Microwave,8,spotify:track:6wAWl7nneofDDAE3WI4XNj,0.414,147.073,0.0287,0.58,208107,0.574,3.87E-05,8,0.187,-6.667,0.0326
217,Cory Wong,Vulfpeck,8,spotify:track:1L9qsoNnyT3r8fgr2Pr7Ty,0.959,127.508,0.0894,0.621,246910,0.6,0.571,8,0.813,-9.192,0.138
218,"2 Arabesques, L. 66: No. 1 in E Major",Claude Debussy,8,spotify:track:53zrZribB4xc2uRzZXWKCT,0.0897,109.115,0.991,0.252,273413,0.00676,0.955,4,0.062,-31.909,0.0358
219,Someone Else’s Dream,Absofacto,8,spotify:track:1zvK3mB505FhwSpWAy6nkp,0.58,94.068,0.0881,0.548,200300,0.76,8.83E-05,1,0.315,-2.967,0.0317
220,Pass the Vibes,Donnie Trumpet & The Social Experiment,8,spotify:track:3w04cXVTLNvkl6foI4K1ze,0.305,140.022,0.734,0.802,150830,0.45,0.544,7,0.0919,-9.741,0.064
221,I'm Confessin' (That I Love You),Thelonious Monk,8,spotify:track:6kLp24Op7cOu8iQkU46sBv,0.206,104.357,0.965,0.624,157027,0.359,0.905,1,0.101,-9.457,0.0521
222,Bold as Love,John Mayer,8,spotify:track:50DMG6AvtNzbrxMc62w6ph,0.4,125.897,0.0995,0.439,258160,0.59,0.00221,1,0.0718,-6.407,0.0417
223,Suicide Saturday,Hippo Campus,8,spotify:track:0scQIzgcOhnmfqfOTpRUFH,0.559,155.895,0.0225,0.443,212885,0.719,0,5,0.227,-5.555,0.033
224,Rock & Roll,Eric Hutchinson,8,spotify:track:5RBx3tM9hmVJAOnSUHIWkn,0.901,201.064,0.0395,0.462,240320,0.767,0,10,0.728,-5.038,0.0686
225,Dog Days Are Over,Florence + The Machine,8,spotify:track:6eN9yBWv9zFVZFXGsPrMxj,0.228,150.023,0.0443,0.5,252853,0.811,0.00508,7,0.12,-5.287,0.096
226,Overstepping,Belmont,8,spotify:track:4pawX422Y0FR6oMkyd5p4k,0.471,102.564,3.80E-05,0.525,243973,0.989,0.00168,1,0.344,-2.128,0.0757
227,Guru,Coast Modern,8,spotify:track:36vP0xHcvsEF1M3qIGv2su,0.81,140.023,0.232,0.76,204467,0.701,0.00295,3,0.07,-6.393,0.042
228,Penelope,Early Eyes,8,spotify:track:14iERgfj0sV3dasJsEGWLY,0.568,141.994,0.0555,0.624,236776,0.664,0.000208,11,0.106,-10.359,0.0544
229,Eleanor Rigby - Remastered 2009,The Beatles,8,spotify:track:5GjPQ0eI7AgmOnADn1EO6Q,0.813,137.831,0.936,0.581,126533,0.28,1.56E-05,4,0.305,-9.091,0.0381
230,Heat Wave,Snail Mail,8,spotify:track:0GwnqD9HzQGYP6n5kg4qji,0.191,123.891,0.000214,0.503,308347,0.681,0.00159,9,0.147,-5.701,0.0332
231,Gravity,John Mayer,8,spotify:track:3SktMqZmo3M9zbB7oKMIF7,0.237,123.799,0.731,0.753,245827,0.326,0.00131,7,0.24,-9.883,0.0342
232,STAY (with Justin Bieber),The Kid LAROI,8,spotify:track:567e29TDzLwZwfDuEpGTwo,0.478,169.928,0.0383,0.591,141806,0.764,0,1,0.103,-5.484,0.0483
233,Real Love Baby,Father John Misty,8,spotify:track:0Z57YWES04xGh3AImDz6Qr,0.625,204.113,0.0955,0.417,189293,0.686,0.0287,7,0.0989,-6.484,0.0373
234,Nuttin' For Christmas,Smash Mouth,8,spotify:track:7fGoOpBwwbCSLSAgtKiap7,0.959,104.253,0.0273,0.781,158000,0.884,1.37E-05,1,0.114,-5.76,0.0327
235,The Thrill,Wiz Khalifa,8,spotify:track:4wqzOaLxiCRy2Et8tRyNSX,0.806,126.984,0.277,0.817,234334,0.775,0,10,0.108,-4.767,0.108
236,Sunflower (feat. Steve Lacy),Vampire Weekend,8,spotify:track:2zqCw4g4w9ZLzwHtw1I7e9,0.933,100.034,0.406,0.863,137600,0.576,0.00824,8,0.139,-5.756,0.0565
237,High Horse,Kacey Musgraves,8,spotify:track:2U2Z1IXnmJIvlknWizFykZ,0.773,120.057,0.0325,0.725,213693,0.674,3.55E-06,11,0.0531,-5.254,0.0363
238,Wild Horses,The Rolling Stones,8,spotify:track:4M4Q3JLsUbyTkd5WHty1WB,0.15,141.293,0.774,0.435,342587,0.295,0.0247,7,0.0769,-9.773,0.0264
239,Sedona,Houndmouth,8,spotify:track:2MQhTbX792AT6YyzwLz9dt,0.264,135.188,0.0404,0.394,239881,0.654,6.96E-05,3,0.112,-8.243,0.0346
240,MakeDamnSure,Taking Back Sunday,8,spotify:track:6fTgbkBiMITtHUmik95ClX,0.432,140.496,0.00942,0.552,208280,0.836,0,6,0.372,-5.608,0.0453
241,Bridge over Troubled Water,Aretha Franklin,7,spotify:track:5YD86vWLu1YqR818b1GADO,0.386,77.836,0.758,0.501,333933,0.302,0.000267,10,0.0888,-12.529,0.033
242,Scorpion Hill,PUP,7,spotify:track:4LEjFyLLXycqMeHYwTP6in,0.158,142.795,0.00064,0.289,308133,0.853,0.000292,3,0.0951,-4.505,0.123
243,Naked as We Came,Iron & Wine,7,spotify:track:6UIxGIqWlO5wsddY44AV1R,0.623,172.373,0.653,0.386,152613,0.205,0.0448,4,0.106,-16.699,0.0366
244,O Children,Nick Cave & The Bad Seeds,7,spotify:track:29FQEJUtBAnxWEkux39d7I,0.235,121.619,0.513,0.484,411387,0.554,0.00207,4,0.0533,-7.064,0.0324
245,Once You Know,Good Morning,7,spotify:track:4tufTboQdQbmfTnTu5m7l2,0.89,115.97,0.249,0.627,231886,0.386,0.113,6,0.0807,-22.289,0.0336
246,wish you were gay,Billie Eilish,7,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,0.282,118.028,0.39,0.853,221543,0.351,9.38E-06,7,0.752,-10.198,0.241
247,Wedding Singer,Modern Baseball,7,spotify:track:6szkoIUdwt8BOzOOeaM0f2,0.36,182.185,0.000668,0.315,167491,0.916,1.89E-05,0,0.448,-6.084,0.0742
248,Goodbye (with Soap & Skin),Apparat,7,spotify:track:6BJXuY0lY0EUtSDCgkYnqE,0.19,87.111,0.444,0.469,269490,0.449,0.565,1,0.334,-14.377,0.0512
249,Your Graduation,Modern Baseball,7,spotify:track:7kVoPBSlGghzLoQjODkxGD,0.632,184.737,0.001,0.395,163760,0.902,0,8,0.327,-5.808,0.177
250,VACCINATED ATTITUDE,Marc Rebillet,7,spotify:track:25ViKfgVhbDr3IzhsjeQzU,0.413,177.26,0.0226,0.671,202033,0.597,0.00286,7,0.119,-8.48,0.427
251,Untitled #6,Girlfriends,7,spotify:track:2wpBkpXZQdnlQcvgz9oeJA,0.759,97.493,0.495,0.892,216493,0.516,0.615,2,0.095,-8.292,0.0491
252,Lover of Mine,John Vincent III,7,spotify:track:5wejUto9orDIV7g8eb6VZ6,0.052,111.884,0.513,0.422,227370,0.269,0.000212,8,0.203,-9.457,0.0359
253,My Life Is Over and I Couldn't Be Happier,PUP,7,spotify:track:2IoBI40qVis0XnJwooOewM,0.162,172.042,0.000275,0.339,146493,0.989,0.00023,3,0.174,-0.87,0.0777
254,Nights,Frank Ocean,7,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,0.423,89.815,0.42,0.466,307151,0.548,1.01E-06,5,0.113,-9.362,0.118
255,Kiss Me More (feat. SZA),Doja Cat,7,spotify:track:3DarAbFujv6eYNliUTyqtz,0.781,110.97,0.259,0.764,208667,0.705,8.92E-05,8,0.12,-3.463,0.0284
256,Waveform,Pinegrove,7,spotify:track:1WbxDe9nFwnS9Sx2nnLMcI,0.116,71.038,0.846,0.342,271013,0.38,0.00869,7,0.356,-8.237,0.0281
257,Radiovoice,Good Morning,7,spotify:track:2fBl83Q9L3hbmIzDX3o0pe,0.388,131.206,0.875,0.502,174500,0.434,0.885,1,0.101,-10.845,0.0367
258,Disco Man,Remi Wolf,7,spotify:track:5ZcCBCMtlD0OEWgENAlb5p,0.854,84.985,0.0443,0.686,192000,0.682,0.0131,6,0.43,-7.656,0.0459
259,Rings,Pinegrove,7,spotify:track:2FUwEr2BAfyebUBSOeLwO8,0.304,116.061,0.425,0.644,234173,0.41,2.06E-05,11,0.242,-12.91,0.0372
260,Wake up Jacob,Sitcom,7,spotify:track:1in7Cdov9YrybYaboFzhzh,0.584,94.931,0.153,0.573,223602,0.657,0.0141,6,0.6,-7.557,0.162
261,Souvenirs,Yndi,7,spotify:track:0IATYsEOTBO3iFjbCaht0W,0.269,130.168,0.913,0.624,187392,0.0962,0.753,3,0.108,-18.03,0.0372
262,drivers license,Olivia Rodrigo,7,spotify:track:4ml4WlnHDEpOK8HRVYTCWf,0.14,143.994,0.743,0.584,242013,0.433,1.35E-05,10,0.106,-8.822,0.0533
263,Move on Up - Extended Version,Curtis Mayfield,7,spotify:track:01gDLZsi0j5fWC28FLPNO8,0.876,138.341,0.141,0.584,535333,0.975,0.501,11,0.101,-6.534,0.0651
264,Nothing From Nothing,Billy Preston,7,spotify:track:5n9QhVJS3XSjSc9kNJNEIU,0.92,102.779,0.575,0.809,157667,0.726,0.235,9,0.18,-8.209,0.0274
265,I Wanna Get Better - RAC Mix,Bleachers,7,spotify:track:564431j7gU8N27qYsRqzKr,0.557,94.993,0.000732,0.605,169533,0.732,6.75E-06,4,0.166,-5.781,0.0454
266,It's Still Cool If You Don't,Briston Maroney,7,spotify:track:1yhKh9iidw0sFCwgOJlzVO,0.36,121.06,0.00473,0.597,237413,0.655,5.15E-05,9,0.607,-6.188,0.0299
267,Avant Gardener,Courtney Barnett,7,spotify:track:3LueS3mbuB1yaJNN0Ale6U,0.746,115.277,0.00149,0.443,312227,0.737,0.0032,0,0.121,-4.509,0.0293
268,Another Day in Paradise,Quinn XCII,7,spotify:track:0cTmZAWgUFAPQXj2ZNgU8T,0.56,167.952,0.161,0.653,255000,0.802,0,11,0.143,-5.308,0.0666
269,I Don't Wanna Talk,Societal Siege,7,spotify:track:6L6vj0cTdmLLmBrRlhTQJP,0.244,154.925,0.801,0.514,205951,0.557,0.00265,2,0.363,-8.8,0.0325
270,Bezos I,Bo Burnham,7,spotify:track:5aszL9hl6SBzFNsOvw8u8w,0.705,115.044,0.00936,0.694,58149,0.948,1.62E-05,2,0.139,-5.307,0.0361
271,Can I Believe You,Fleet Foxes,7,spotify:track:6CMl975c8awpTvZUkQo8ER,0.597,153.246,0.353,0.432,244187,0.756,0.0593,11,0.144,-8.461,0.033
272,Souls,Hippo Campus,7,spotify:track:6EYCCC9yGn1hZBHLPslNl3,0.572,75.296,0.0216,0.461,244162,0.503,0.000211,0,0.0741,-6.46,0.0749
273,Instead of My Room,Charlie Burg,7,spotify:track:1xU60s0xQaGkOJR9qCFZBR,0.79,125.18,0.0373,0.73,197689,0.821,1.60E-06,2,0.327,-3.922,0.101
274,Forever You and Me,The Teskey Brothers,7,spotify:track:4GUaG3df9nbrj77GKEB76j,0.538,175.159,0.436,0.509,175593,0.467,9.98E-06,8,0.0971,-4.94,0.0331
275,Savage Good Boy,Japanese Breakfast,7,spotify:track:0EredcGoVUJTRiBLmwI0AO,0.3,129.092,0.0481,0.707,146185,0.745,0.000969,2,0.18,-6.315,0.0412
276,Relationships,Cory Wong,7,spotify:track:4yIXHZyba42VV7gCpec6h4,0.178,91.551,0.958,0.387,313865,0.449,0.934,3,0.0936,-15.612,0.0361
277,Wall to Wall (Depreciation),Knuckle Puck,7,spotify:track:7iZOgTwS9fDrS4ektDJ6ZC,0.471,176.917,0.000193,0.245,138099,0.973,0.00635,8,0.344,-2.752,0.0823
278,"Ay, Ay, Ay It's Christmas",Ricky Martin,7,spotify:track:58llZslfPf8Ka4rNL7fEK1,0.906,112.042,0.0307,0.699,183133,0.928,0,9,0.175,-4.36,0.143
279,Do You Understand (What Has Happened to You),"Slaughter Beach, Dog",7,spotify:track:4t8DWlP3HlE8QmeDtdfZDc,0.518,97.014,0.132,0.662,283536,0.679,0.00055,9,0.0626,-6.765,0.026
280,Poor Boxer Shorts,Mom Jeans.,7,spotify:track:6QleJ5pzSrQfDX0X3BjoUF,0.556,167.837,0.000818,0.47,233068,0.811,0.0017,7,0.123,-9.815,0.0376
281,Ukiyo,RIOPY,7,spotify:track:1w1vmGM5nzNsQviR9dC4Sc,0.105,159.984,0.99,0.439,235107,0.0561,0.909,9,0.0695,-23.791,0.0466
282,My Blueberry Life,Current Joys,7,spotify:track:498pdyZakHVgo9RqnuQooT,0.622,109.789,0.934,0.335,212483,0.717,0.93,9,0.102,-13.35,0.0433
283,Two Weeks,Grizzly Bear,7,spotify:track:0iTpQYzJnYgh7kIxyq8A2O,0.704,159.871,0.289,0.537,243160,0.712,0.00568,5,0.08,-5.597,0.0286
284,Budapest,George Ezra,7,spotify:track:2pgmVSAfyZn54DeSgLUFoj,0.4,127.79,0.085,0.714,200733,0.43,0,5,0.105,-9.345,0.0286
285,Winter Wonderland,Macy Gray,7,spotify:track:036JzAN5DCANSZyeW6MjqG,0.601,110.958,0.248,0.676,179573,0.427,0,7,0.502,-8.097,0.0313
286,Trouble,Ray LaMontagne,7,spotify:track:5aGkIyzLVYGuLIHkxpNAFF,0.494,173.352,0.341,0.325,241547,0.424,0.000267,7,0.23,-12.733,0.0438
287,Stop This Train,John Mayer,7,spotify:track:3E6iea9uEmB7gRru4lyP6h,0.408,89.508,0.465,0.619,285053,0.437,0.00619,7,0.0971,-11.756,0.0314
288,Merry Christmas From The Family,The Chicks,7,spotify:track:3SzsSlanweUEExAtiHV9hT,0.367,113.567,0.402,0.469,358867,0.781,3.17E-06,2,0.865,-5.656,0.0729
289,Long Beach,Kota the Friend,7,spotify:track:6tqIes4TjudsjfIpK4P2Jh,0.562,104.991,0.0685,0.809,252779,0.613,0,2,0.107,-8.402,0.175
290,No Shade in the Shadow of The Cross,Sufjan Stevens,7,spotify:track:55ga87o2ysqBY5pbzTt2eo,0.35,82.744,0.944,0.418,160882,0.121,0.0017,6,0.113,-23.183,0.0332
291,La Di Da,Lennon Stella,7,spotify:track:2YyvWje3cEYyqgYhNUIaBJ,0.475,149.972,0.195,0.689,209773,0.679,0.00111,7,0.224,-5.893,0.0517
292,The Bells Of St. Paul,Linda Eder,7,spotify:track:6wK48mqP1OwsfpWVKVzeZs,0.0841,133.78,0.68,0.356,263173,0.356,4.91E-06,4,0.0933,-8.833,0.0292
293,Silver Bells,Sugar Ray,7,spotify:track:6yL5qOKgvBgn4H0XJEDyAV,0.786,120.035,0.00161,0.739,159267,0.737,0,3,0.0458,-5.372,0.0316
294,The Wisp Sings,Winter Aid,7,spotify:track:68RI4I6SKm57SxjG06OYvN,0.0479,115.43,0.988,0.521,313253,0.0889,0.182,4,0.0965,-19.457,0.0507
295,Nothing Ever Hurt Like You,James Morrison,7,spotify:track:1vdAMOFG4XN5Ezl1hfe6V4,0.785,119.982,0.011,0.667,231840,0.908,0,10,0.654,-3.209,0.0576
296,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,7,spotify:track:6nLvaCZFR1wEzW3sIKpsnr,0.684,96.574,0.744,0.772,233733,0.371,0,5,0.167,-5.743,0.0348
297,My Sweet Lord - Remastered 2014,George Harrison,7,spotify:track:0qdQUeKVyevrbKhAo0ibxS,0.583,120.919,0.0972,0.537,281227,0.701,0,1,0.0832,-8.913,0.0335
298,Have A Nice Day,Stereophonics,7,spotify:track:6JWddKPdqvDc2WkPEi9grC,0.404,120.854,0.018,0.508,205067,0.826,0,1,0.28,-4.088,0.0405
299,IRIS,Ashes To Amber,7,spotify:track:61jCFoNIuzQnc9UovuzNVW,0.415,140.057,0.28,0.725,151578,0.543,0.475,6,0.113,-9.089,0.0388
300,Minnesota Girls,The Shackletons,7,spotify:track:5rBQhNwC1YSn7Zr9MCBVx3,0.338,123.545,0.0598,0.434,271987,0.631,0,1,0.0787,-7.502,0.0475
301,Chasing Cars,Snow Patrol,7,spotify:track:11Rni0JK2FbiFEVC1iHj3O,0.144,104.011,0.199,0.56,267960,0.595,6.47E-05,9,0.132,-4.53,0.0274
